CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,ChatGPT_Response
CVE-2014-0993,CVE-2014-0993,Buffer overflow in the Vcl.Graphics.TPicture.Bitmap implementation in the Visual Component Library (VCL) in Embarcadero Delphi XE6 20.0.15596.9843 and C++ Builder XE6 20.0.15596.9843 allows remote attackers to execute arbitrary code via a crafted BMP file.,embarcadero,"embarcadero_c\+\+builder_xe6, embarcadero_delphi_xe6",MEDIUM,CWE-119,None,none
CVE-2003-0293,CVE-2003-0293,PalmOS allows remote attackers to cause a denial of service (CPU consumption) via a flood of ICMP echo request (ping) packets.,palm,palmos,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2019-9162,CVE-2019-9162,"In the Linux kernel before 4.20.12, net/ipv4/netfilter/nf_nat_snmp_basic_main.c in the SNMP NAT module has insufficient ASN.1 length checks (aka an array index error), making out-of-bounds read and write operations possible, leading to an OOPS or local privilege escalation. This affects snmp_version and snmp_helper.","netapp, canonical, linux","cn1610, linux_kernel, cn1610_firmware, hci_management_node, ubuntu_linux, solidfire, snapprotect",HIGH,"CWE-125, CWE-787, CWE-129",None,none
CVE-1999-1157,CVE-1999-1157,"Tcpip.sys in Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service via an ICMP Subnet Mask Address Request packet, when certain multiple IP addresses are bound to the same network interface.",microsoft,windows_nt,MEDIUM,NVD-CWE-Other,ICMP,ICMP
CVE-2019-14906,CVE-2019-14906,"A flaw was found with the RHSA-2019:3950 erratum, where it did not fix the CVE-2019-13616 SDL vulnerability. This issue only affects Red Hat SDL packages, SDL versions through 1.2.15 and 2.x through 2.0.9 has a heap-based buffer overflow flaw while copying an existing surface into a new optimized one, due to a lack of validation while loading a BMP image, is possible. An application that uses SDL to parse untrusted input files may be vulnerable to this flaw, which could allow an attacker to make the application crash or execute code.","libsdl, redhat","enterprise_linux, simple_directmedia_layer",CRITICAL,CWE-787,None,none
CVE-2016-1920,CVE-2016-1920,"Samsung KNOX 1.0.0 uses the shared certificate on Android, which allows local users to conduct man-in-the-middle attacks as demonstrated by installing a certificate and running a VPN service.",samsung,knox,MEDIUM,CWE-284,None,none
CVE-2017-16663,CVE-2017-16663,"In sam2p 0.49.4, there are integer overflows (with resultant heap-based buffer overflows) in input-bmp.ci in the function ReadImage, because ""width * height"" multiplications occur unsafely.",sam2p_project,sam2p,MEDIUM,CWE-190,None,none
CVE-2018-5380,CVE-2018-5380,"The Quagga BGP daemon (bgpd) prior to version 1.2.3 can overrun internal BGP code-to-string conversion tables used for debug by 1 pointer value, based on input.","canonical, quagga, siemens, debian","ruggedcom_rox_ii, debian_linux, quagga, ruggedcom_rox_ii_firmware, ubuntu_linux",MEDIUM,CWE-125,BGP,BGP
CVE-2016-10142,CVE-2016-10142,"An issue was discovered in the IPv6 protocol specification, related to ICMP Packet Too Big (PTB) messages. (The scope of this CVE is all affected IPv6 implementations from all vendors.) The security implications of IP fragmentation have been discussed at length in [RFC6274] and [RFC7739]. An attacker can leverage the generation of IPv6 atomic fragments to trigger the use of fragmentation in an arbitrary IPv6 flow (in scenarios in which actual fragmentation of packets is not needed) and can subsequently perform any type of fragmentation-based attack against legacy IPv6 nodes that do not implement [RFC6946]. That is, employing fragmentation where not actually needed allows for fragmentation-based attack vectors to be employed, unnecessarily. We note that, unfortunately, even nodes that already implement [RFC6946] can be subject to DoS attacks as a result of the generation of IPv6 atomic fragments. Let us assume that Host A is communicating with Host B and that, as a result of the widespread dropping of IPv6 packets that contain extension headers (including fragmentation) [RFC7872], some intermediate node filters fragments between Host B and Host A. If an attacker sends a forged ICMPv6 PTB error message to Host B, reporting an MTU smaller than 1280, this will trigger the generation of IPv6 atomic fragments from that moment on (as required by [RFC2460]). When Host B starts sending IPv6 atomic fragments (in response to the received ICMPv6 PTB error message), these packets will be dropped, since we previously noted that IPv6 packets with extension headers were being dropped between Host B and Host A. Thus, this situation will result in a DoS scenario. Another possible scenario is that in which two BGP peers are employing IPv6 transport and they implement Access Control Lists (ACLs) to drop IPv6 fragments (to avoid control-plane attacks). If the aforementioned BGP peers drop IPv6 fragments but still honor received ICMPv6 PTB error messages, an attacker could easily attack the corresponding peering session by simply sending an ICMPv6 PTB message with a reported MTU smaller than 1280 bytes. Once the attack packet has been sent, the aforementioned routers will themselves be the ones dropping their own traffic.",ietf,ipv6,HIGH,CWE-17,ICMP,"ICMP, BGP"
CVE-2017-9203,CVE-2017-9203,"imagew-main.c:960:12 in libimageworsener.a in ImageWorsener 1.3.1 allows remote attackers to cause a denial of service (buffer underflow) via a crafted image, related to imagew-bmp.c.",entropymine,imageworsener,MEDIUM,CWE-787,None,none
CVE-2019-19215,CVE-2019-19215,"A buffer overflow vulnerability in BMC Control-M/Agent 7.0.00.000 when the On-Do action destination is Mail and the Control-M/Agent is configured to send the email, allows remote attackers to have unspecified impact via vectors related to the configured IP address or SMTP server.",bmcsoftware,control-m\/agent,HIGH,CWE-120,SMTP,SMTP
CVE-2021-31987,CVE-2021-31987,A user controlled parameter related to SMTP test functionality is not correctly validated making it possible to bypass blocked network recipients.,axis,"axis_os_2016, axis_os, axis_os_2020, axis_os_2018",HIGH,CWE-20,SMTP,SMTP
CVE-2003-0714,CVE-2003-0714,"The Internet Mail Service in Exchange Server 5.5 and Exchange 2000 allows remote attackers to cause a denial of service (memory exhaustion) by directly connecting to the SMTP service and sending a certain extended verb request, possibly triggering a buffer overflow in Exchange 2000.",microsoft,exchange_server,HIGH,CWE-400,SMTP,SMTP
CVE-2020-7839,CVE-2020-7839,"In MaEPSBroker 2.5.0.31 and prior, a command injection vulnerability caused by improper input validation checks when parsing brokerCommand parameter.",markany,maepsbroker,CRITICAL,CWE-20,None,none
CVE-2010-2024,CVE-2010-2024,"transports/appendfile.c in Exim before 4.72, when MBX locking is enabled, allows local users to change permissions of arbitrary files or create arbitrary files, and cause a denial of service or possibly gain privileges, via a symlink attack on a lockfile in /tmp/.",exim,exim,MEDIUM,CWE-362,None,none
CVE-2000-1129,CVE-2000-1129,McAfee WebShield SMTP 4.5 allows remote attackers to cause a denial of service via a malformed recipient field.,network_associates,webshield_smtp,MEDIUM,NVD-CWE-Other,SMTP,SMTP
CVE-2018-18600,CVE-2018-18600,The remote upgrade feature in Guardzilla GZ180 devices allow command injection via a crafted new firmware version parameter.,guardzilla,"180_indoor_firmware, 180_outdoor, 180_outdoor_firmware, 180_indoor",HIGH,CWE-78,None,none
CVE-2021-27561,CVE-2021-27561,"Yealink Device Management (DM) 3.6.0.20 allows command injection as root via the /sm/api/v1/firewall/zone/services URI, without authentication.",yealink,device_management,CRITICAL,CWE-77,None,none
CVE-2015-7705,CVE-2015-7705,The rate limiting feature in NTP 4.x before 4.2.8p4 and 4.3.x before 4.3.77 allows remote attackers to have unspecified impact via a large number of crafted requests.,"netapp, siemens, citrix, ntp","oncommand_performance_manager, tim_4r-ie, clustered_data_ontap, oncommand_unified_manager, xenserver, ntp, tim_4r-ie_dnp3, tim_4r-ie_firmware, data_ontap, tim_4r-ie_dnp3_firmware",CRITICAL,CWE-20,None,none
CVE-2021-31356,CVE-2021-31356,"A command injection vulnerability in command processing on Juniper Networks Junos OS Evolved allows an attacker with authenticated CLI access to be able to bypass configured access protections to execute arbitrary shell commands within the context of the current user. The vulnerability allows an attacker to bypass command authorization restrictions assigned to their specific user account and execute commands that are available to the privilege level for which the user is assigned. For example, a user that is in the super-user login class, but restricted to executing specific CLI commands could exploit the vulnerability to execute any other command available to an unrestricted admin user. This vulnerability does not increase the privilege level of the user, but rather bypasses any CLI command restrictions by allowing full access to the shell. This issue affects Juniper Networks Junos OS Evolved: All versions prior to 20.4R3-S1-EVO; All versions of 21.1-EVO and 21.2-EVO.",juniper,junos_os_evolved,HIGH,CWE-77,None,none
CVE-2018-13368,CVE-2018-13368,A local privilege escalation in Fortinet FortiClient for Windows 6.0.4 and earlier allows attacker to execute unauthorized code or commands via the command injection.,fortinet,forticlient,HIGH,NVD-CWE-noinfo,None,none
CVE-2007-4565,CVE-2007-4565,sink.c in fetchmail before 6.3.9 allows context-dependent attackers to cause a denial of service (NULL dereference and application crash) by refusing certain warning messages that are sent over SMTP.,fetchmail,fetchmail,MEDIUM,NVD-CWE-Other,SMTP,SMTP
CVE-2020-13342,CVE-2020-13342,"An issue has been discovered in GitLab affecting versions prior to 13.2.10, 13.3.7 and 13.4.2: Lack of Rate Limiting at Re-Sending Confirmation Email",gitlab,gitlab,LOW,CWE-770,None,none
CVE-2008-7074,CVE-2008-7074,"Format string vulnerability in MemeCode Software i.Scribe 1.88 through 2.00 before Beta9 allows remote SMTP servers to cause a denial of service (crash) and possibly execute arbitrary code via format string specifiers in a server response, which is not properly handled ""when displaying the signon message.""",memcode,i.scribe,HIGH,CWE-134,SMTP,SMTP
CVE-2012-0175,CVE-2012-0175,"The Shell in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 allows remote attackers to execute arbitrary code via a crafted name for a (1) file or (2) directory, aka ""Command Injection Vulnerability.""",microsoft,"windows_server_2003, windows_server_2008, windows_7, windows_xp, windows_vista, windows_2003_server",HIGH,CWE-94,None,none
CVE-2006-5551,CVE-2006-5551,Stack-based buffer overflow in QK SMTP 3.01 and earlier might allow remote attackers to execute arbitrary code via a long argument to the RCPT TO command.,qksoft,qk_smtp,HIGH,NVD-CWE-Other,SMTP,SMTP
CVE-2020-25849,CVE-2020-25849,"MailGates and MailAudit products contain Command Injection flaw, which can be used to inject and execute system commands from the cgi parameter after attackers obtain the userï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",openfind,"mailgates, mailaudit",HIGH,CWE-78,None,none
CVE-2010-2023,CVE-2010-2023,"transports/appendfile.c in Exim before 4.72, when a world-writable sticky-bit mail directory is used, does not verify the st_nlink field of mailbox files, which allows local users to cause a denial of service or possibly gain privileges by creating a hard link to another user's file.",exim,exim,MEDIUM,CWE-362,None,none
CVE-2005-1013,CVE-2005-1013,The SMTP service in MailEnable Enterprise 1.04 and earlier and Professional 1.54 and earlier allows remote attackers to cause a denial of service (server crash) via an EHLO command with a Unicode string.,mailenable,"mailenable_enterprise, mailenable_professional",MEDIUM,NVD-CWE-Other,SMTP,SMTP
CVE-2017-11506,CVE-2017-11506,"When linking a Nessus scanner or agent to Tenable.io or other manager, Nessus 6.x before 6.11 does not verify the manager's TLS certificate when making the initial outgoing connection. This could allow man-in-the-middle attacks.",tenable,nessus,HIGH,CWE-295,None,SSL
CVE-2021-38189,CVE-2021-38189,"An issue was discovered in the lettre crate before 0.9.6 for Rust. In an e-mail message body, an attacker can place a . character after two <CR><LF> sequences and then inject arbitrary SMTP commands.",lettre,lettre,CRITICAL,CWE-77,SMTP,SMTP
CVE-2007-5094,CVE-2007-5094,"Heap-based buffer overflow in iaspam.dll in the SMTP Server in Ipswitch IMail Server 8.01 through 8.11 allows remote attackers to execute arbitrary code via a set of four different e-mail messages with a long boundary parameter in a certain malformed Content-Type header line, the string ""MIME"" by itself on a line in the header, and a long Content-Transfer-Encoding header line.",ipswitch,imail,HIGH,CWE-119,SMTP,SMTP
CVE-2021-3583,CVE-2021-3583,"A flaw was found in Ansible, where a user's controller is vulnerable to template injection. This issue can occur through facts used in the template if the user is trying to put templates in multi-line YAML strings and the facts being handled do not routinely include special template characters. This flaw allows attackers to perform command injection, which discloses sensitive information. The highest threat from this vulnerability is to confidentiality and integrity.",redhat,"ansible_tower, ansible_automation_platform, ansible_engine",HIGH,CWE-77,None,none
CVE-2017-7229,CVE-2017-7229,"PGP/MIME encrypted messages injected into a Vaultive O365 (before 4.5.21) frontend via IMAP or SMTP have their Content-Type changed from 'Content-Type: multipart/encrypted; protocol=""application/pgp-encrypted""; boundary=""abc123abc123""' to 'Content-Type: text/plain' - this results in the encrypted message being structured in such a way that most PGP/MIME-capable mail user agents are unable to decrypt it cleanly. The outcome is that encrypted mail passing through this device does not work (Denial of Service), and a common real-world consequence is a request to resend the mail in the clear (Information Disclosure).",vaultive,office_365_security,CRITICAL,CWE-326,SMTP,"SMTP, IMAP"
CVE-2005-1781,CVE-2005-1781,Unknown vulnerability in SMTP authentication for MailEnable allows remote attackers to cause a denial of service (crash).,mailenable,"mailenable_enterprise, mailenable_professional",MEDIUM,NVD-CWE-Other,SMTP,SMTP
CVE-2005-3098,CVE-2005-3098,poppassd in Qualcomm qpopper 4.0.8 allows local users to modify arbitrary files and gain privileges via the -t (trace file) command line argument.,qualcomm,qpopper,MEDIUM,NVD-CWE-Other,POP3,none
CVE-2008-1576,CVE-2008-1576,"Mail in Apple Mac OS X before 10.5, when an IPv6 SMTP server is used, does not properly initialize memory, which might allow remote attackers to execute arbitrary code or cause a denial of service (application crash), or obtain sensitive information (memory contents) in opportunistic circumstances, by sending an e-mail message.",apple,mac_os_x,MEDIUM,CWE-399,SMTP,SMTP
CVE-2018-0718,CVE-2018-0718,Command injection vulnerability in Music Station 5.1.2 and earlier versions in QNAP QTS 4.3.3 and 4.3.4 could allow remote attackers to run arbitrary commands in the compromised application.,qnap,"music_station, qts",CRITICAL,CWE-77,None,none
CVE-2021-22774,CVE-2021-22774,"A CWE-759: Use of a One-Way Hash without a Salt vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0.1), EVlink Parking (EVW2 / EVF2 / EV.2 all versions prior to R8 V3.4.0.1), and EVlink Smart Wallbox (EVB1A all versions prior to R8 V3.4.0.1 ) that could lead an attacker to get knowledge of charging station user account credentials using dictionary attacks techniques.",schneider-electric,"evlink_parking_ev.2, evlink_city_evc1s7p4, evlink_parking_evf2_firmware, evlink_parking_evf2, evlink_smart_wallbox_evb1a, evlink_parking_evw2_firmware, evlink_city_evc1s7p4_firmware, evlink_parking_ev.2_firmware, evlink_city_evc1s22p4, evlink_smart_wallbox_evb1a_firmware, evlink_parking_evw2, evlink_city_evc1s22p4_firmware",HIGH,CWE-916,None,none
CVE-2021-39509,CVE-2021-39509,"An issue was discovered in D-Link DIR-816 DIR-816A2_FWv1.10CNB05_R1B011D88210 The HTTP request parameter is used in the handler function of /goform/form2userconfig.cgi route, which can construct the user name string to delete the user function. This can lead to command injection through shell metacharacters.",dlink,"dir-816, dir-816_firmware",CRITICAL,CWE-77,None,none
CVE-2007-5355,CVE-2007-5355,"The Web Proxy Auto-Discovery (WPAD) feature in Microsoft Internet Explorer 6 and 7, when a primary DNS suffix with three or more components is configured, resolves an unqualified wpad hostname in a second-level domain outside this configured DNS domain, which allows remote WPAD servers to conduct man-in-the-middle (MITM) attacks.",microsoft,"windows_2000, windows_xp, windows_vista, windows_2003_server, internet_explorer",MEDIUM,NVD-CWE-Other,None,DNS
CVE-2011-3976,CVE-2011-3976,"Stack-based buffer overflow in AmmSoft ScriptFTP 3.3 allows remote FTP servers to execute arbitrary code via a long filename in a response to a LIST command, as demonstrated using (1) GETLIST or (2) GETFILE in a ScriptFTP script.",ammsoft,scriptftp,MEDIUM,CWE-119,None,FTP
CVE-2017-3761,CVE-2017-3761,"The Lenovo Service Framework Android application executes some system commands without proper sanitization of external input. In certain cases, this could lead to command injection which, in turn, could lead to remote code execution.",lenovo,service_framework,CRITICAL,CWE-78,None,none
CVE-2018-20334,CVE-2018-20334,"An issue was discovered in ASUSWRT 3.0.0.4.384.20308. When processing the /start_apply.htm POST data, there is a command injection issue via shell metacharacters in the fb_email parameter. By using this issue, an attacker can control the router and get shell.",asus,"rt-ac56u, rt-g32, rt-ac1750, rt-n600, rt-n65u, rt-n66u, rt-ax3000, rt-ac5300, rt-ax92u, gt-ac2900, rt-n10\+d1, rt-n19, rt-n56r, rt-ac1200g, rt-ac66r, rt-ac68u, rt-ax88u, rt-n56u, rt-ac88u, rt-ac1900p, rt-ax56u, gt-ax11000, rt-ac66u-b1, rt-acrh12, rt-n14u, rt-acrh13, rt-ac3100, rt-ac56s, rt-ac1200, rt-ac86u, rt-ac1200ge, rt-ac51u, rt-ac87u, rt-ac56r, rt-ac1200_v2, asuswrt, rt-n16, rt-ac55u, rt-ac66u_b1, rt-n10e, rt-ax58u, rt-ac66u, rt-ac68p, gt-ac5300, rt-ac3200, rt-n66r, rt-ac1750_b1",CRITICAL,CWE-78,None,none
CVE-2021-21388,CVE-2021-21388,"systeminformation is an open source system and OS information library for node.js. A command injection vulnerability has been discovered in versions of systeminformation prior to 5.6.4. The issue has been fixed with a parameter check on user input. Please upgrade to version >= 5.6.4. If you cannot upgrade, be sure to check or sanitize service parameters that are passed to si.inetLatency(), si.inetChecksite(), si.services(), si.processLoad() and other commands. Only allow strings, reject any arrays. String sanitation works as expected.",,,CRITICAL,CWE-78,None,none
CVE-1999-1592,CVE-1999-1592,"Multiple unspecified vulnerabilities in sendmail 5, as installed on Sun SunOS 4.1.3_U1 and 4.1.4, have unspecified attack vectors and impact.  NOTE: this might overlap CVE-1999-0129.","sun, sendmail","sunos, sendmail",HIGH,NVD-CWE-Other,SMTP,SMTP
CVE-2017-2845,CVE-2017-2845,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during the SMTP configuration tests resulting in command execution,foscam,"c1_indoor_hd_camera_firmware, c1_indoor_hd_camera",HIGH,CWE-78,SMTP,SMTP
CVE-2018-5439,CVE-2018-5439,A Command Injection issue was discovered in Nortek Linear eMerge E3 series Versions V0.32-07e and prior. A remote attacker may be able to execute arbitrary code on a target machine with elevated privileges.,nortekcontrol,"emerge_e3, emerge_e3_firmware",CRITICAL,CWE-77,None,none
CVE-2000-0075,CVE-2000-0075,"Super Mail Transfer Package (SMTP), later called MsgCore, has a memory leak which allows remote attackers to cause a denial of service by repeating multiple HELO, MAIL FROM, RCPT TO, and DATA commands in the same session.",nosque,msgcore,MEDIUM,NVD-CWE-Other,SMTP,SMTP
CVE-2007-1644,CVE-2007-1644,"The dynamic DNS update mechanism in the DNS Server service on Microsoft Windows does not properly authenticate clients in certain deployments or configurations, which allows remote attackers to change DNS records for a web proxy server and conduct man-in-the-middle (MITM) attacks on web traffic, conduct pharming attacks by poisoning DNS records, and cause a denial of service (erroneous name resolution).",microsoft,all_windows,HIGH,NVD-CWE-Other,None,DNS
CVE-2008-6984,CVE-2008-6984,"Plesk 8.6.0, when short mail login names (SHORTNAMES) are enabled, allows remote attackers to bypass authentication and send spam e-mail via a message with (1) a base64-encoded username that begins with a valid shortname, or (2) a username that matches a valid password, as demonstrated using (a) SMTP and qmail, and (b) Courier IMAP and POP3.",parallels,plesk,MEDIUM,CWE-287,"SMTP, POP3","SMTP, POP3"
CVE-2019-17101,CVE-2019-17101,Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in firmware versions prior to x.xx of Netatmo Smart Indoor Camera allows an attacker to execute commands on the device. This issue affects: Netatmo Smart Indoor Camera version and prior versions.,netatmo,"smart_indoor_camera, smart_indoor_camera_firmware",MEDIUM,CWE-77,None,none
CVE-2021-27216,CVE-2021-27216,"Exim 4 before 4.94.2 has Execution with Unnecessary Privileges. By leveraging a delete_pid_file race condition, a local user can delete arbitrary files as root. This involves the -oP and -oPX options.",exim,exim,MEDIUM,CWE-269,None,none
CVE-2009-3837,CVE-2009-3837,Stack-based buffer overflow in Eureka Email 2.2q allows remote POP3 servers to execute arbitrary code via a long error message.,eureka-email,eureka_email,HIGH,CWE-119,POP3,POP3
CVE-2006-0447,CVE-2006-0447,"Multiple buffer overflows in E-Post Mail Server 4.10 and SPA-PRO Mail @Solomon 4.00 allow remote attackers to execute arbitrary code via a long username to the (1) AUTH PLAIN or (2) AUTH LOGIN SMTP commands, which is not properly handled by (a) EPSTRS.EXE or (b) SPA-RS.EXE; (3) a long username in the APOP POP3 command, which is not properly handled by (c) EPSTPOP4S.EXE or (d) SPA-POP3S.EXE; (4) a long IMAP DELETE command, which is not properly handled by (e) EPSTIMAP4S.EXE or (f) SPA-IMAP4S.EXE.",e-post_corporation,"smtp_server, mail_server, spa-pro_mail_atsolomon",HIGH,NVD-CWE-Other,"SMTP, POP3","SMTP, POP3"
CVE-2017-2846,CVE-2017-2846,"In the web management interface in Foscam C1 Indoor HD cameras with application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary shell characters during manual network configuration resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",foscam,"c1_indoor_hd_camera_firmware, c1_indoor_hd_camera",HIGH,CWE-78,SMTP,none
CVE-2002-2245,CVE-2002-2245,"ftpd in NetBSD 1.5 through 1.5.3 and 1.6 does not properly quote a digit in response to a STAT command for a filename that contains a carriage return followed by a digit, which can cause firewalls and other intermediary devices to lose proper track of the FTP session.",netbsd+J48,ftpd,MEDIUM,CWE-189,None,FTP
CVE-2009-5131,CVE-2009-5131,"The Receive Service in Websense Email Security before 7.1 does not recognize domain extensions in the blacklist, which allows remote attackers to bypass intended access restrictions and send e-mail messages via an SMTP session.",websense,websense_email_security,MEDIUM,CWE-264,SMTP,SMTP
CVE-2020-2232,CVE-2020-2232,"Jenkins Email Extension Plugin 2.72 and 2.73 transmits and displays the SMTP password in plain text as part of the global Jenkins configuration form, potentially resulting in its exposure.",jenkins,email_extension,HIGH,CWE-319,SMTP,SMTP
CVE-2017-15618,CVE-2017-15618,"TP-Link WVR, WAR and ER devices allow remote authenticated administrators to execute arbitrary commands via command injection in the new-enable variable in the pptp_client.lua file.",tp-link,"war302_firmware, wvr4300l, war458l_firmware, wvr900g, r483_firmware, er5120g, wvr300_firmware, er5510g_firmware, r473g_firmware, war1750l, wvr1300l, r478\+_firmware, wvr4300l_firmware, r488_firmware, r4299g, wvr302_firmware, r473p-ac, wvr900l_firmware, war2600l_firmware, wvr1300g_firmware, r473gp-ac_firmware, war458, wvr458l, r473, r488, wvr2600l, r483g_firmware, wvr300, er5110g, wvr2600l_firmware, wvr1750l_firmware, r478, r473g, r478_firmware, er5510g, war450l, r4239g_firmware, war2600l, er5520g_firmware, r4299g_firmware, r4149g_firmware, r473_firmware, r4149g, r4239g, war1300l, er5520g, r473gp-ac, war900l, war302, wvr1750l, er5110g_firmware, war450l_firmware, war900l_firmware, war450, r473p-ac_firmware, r478g\+_firmware, war450_firmware, war1750l_firmware, wvr302, wvr900l, r478g\+, war1300l_firmware, r478\+, wvr1300l_firmware, wvr900g_firmware, wvr450l, war458l, wvr450_firmware, wvr458l_firmware, wvr450, r483g, r483, er5120g_firmware, war458_firmware, wvr450l_firmware, wvr1300g",HIGH,NVD-CWE-noinfo,None,none
CVE-2017-16653,CVE-2017-16653,"An issue was discovered in Symfony before 2.7.38, 2.8.31, 3.2.14, 3.3.13, 3.4-BETA5, and 4.0-BETA5. The current implementation of CSRF protection in Symfony (Version >=2) does not use different tokens for HTTP and HTTPS; therefore the token is subject to MITM attacks on HTTP and can then be used in an HTTPS context to do CSRF attacks.","debian, sensiolabs","symfony, debian_linux",MEDIUM,NVD-CWE-noinfo,None,none
CVE-2016-10613,CVE-2016-10613,"bionode-sra is a Node.js wrapper for SRA Toolkit. bionode-sra downloads data resources over HTTP, which leaves it vulnerable to MITM attacks.",bionode,bionode-sra,MEDIUM,CWE-310,None,none
CVE-2018-15473,CVE-2018-15473,"openbsd, redhat, oracle, canonical, siemens, netapp, debian",,"debian_linux, data_ontap_edge, scalance_x204rna_firmware, steelstore_cloud_integrated_storage, oncommand_unified_manager, service_processor, virtual_storage_console, storage_replication_adapter, sun_zfs_storage_appliance_kit, clustered_data_ontap, enterprise_linux_workstation, fas_baseboard_management_controller, data_ontap, vasa_provider, cloud_backup, cn1610, openssh, enterprise_linux_desktop, scalance_x204rna, enterprise_linux_server, cn1610_firmware, aff_baseboard_management_controller, ubuntu_linux, ontap_select_deploy",MEDIUM,CWE-362,SSH,none
CVE-2020-28864,CVE-2020-28864,Buffer overflow in WinSCP 5.17.8 allows a malicious FTP server to cause a denial of service or possibly have other unspecified impact via a long file name.,,winscp,CRITICAL,CWE-120,None,FTP
CVE-2019-3918,CVE-2019-3918,The Alcatel Lucent I-240W-Q GPON ONT using firmware version 3FE54567BOZJ19 contains multiple hard coded credentials for the Telnet and SSH interfaces.,,"i-240w-q_gpon_ont, i-240w-q_gpon_ont_firmware",CRITICAL,CWE-798,SSH,SSH
CVE-2014-8654,CVE-2014-8654,"Multiple cross-site request forgery (CSRF) vulnerabilities in Compal Broadband Networks (CBN) CH6640E and CG6640E Wireless Gateway hardware 1.0 with firmware CH6640-3.5.11.7-NOSH allow remote attackers to hijack the authentication of administrators for requests that (1) have unspecified impact on DDNS configuration via a request to basicDDNS.html, (2) change the wifi password via the psKey parameter to setWirelessSecurity.html, (3) add a static MAC address via the MacAddress parameter in an add_static action to setBasicDHCP1.html, or (4) enable or disable UPnP via the UPnP parameter in an apply action to setAdvancedOptions.html.",,"cg6640e_wireless_gateway, ch664oe_wireless_gateway, firmware",MEDIUM,CWE-352,None,none
CVE-2020-13150,CVE-2020-13150,"D-link DSL-2750U ISL2750UEME3.V1E devices allow approximately 90 seconds of access to the control panel, after a restart, before MAC address filtering rules become active.",,"dsl-2750u, dsl-2750u_firmware",HIGH,CWE-306,None,none
CVE-2002-0381,CVE-2002-0381,"The TCP implementation in various BSD operating systems (tcp_input.c) does not properly block connections to broadcast addresses, which could allow remote attackers to bypass intended filters via packets with a unicast link layer address and an IP broadcast address.",,"openbsd, freebsd, netbsd",MEDIUM,NVD-CWE-Other,None,none
CVE-2008-5230,CVE-2008-5230,"The Temporal Key Integrity Protocol (TKIP) implementation in unspecified Cisco products and other vendors' products, as used in WPA and WPA2 on Wi-Fi networks, has insufficient countermeasures against certain crafted and replayed packets, which makes it easier for remote attackers to decrypt packets from an access point (AP) to a client and spoof packets from an AP to a client, and conduct ARP poisoning attacks or other attacks, as demonstrated by tkiptun-ng.",,ios,MEDIUM,CWE-310,ARP,ARP
CVE-2004-2250,CVE-2004-2250,"Unknown vulnerability in the ""access code"" in RemoteEditor before 0.1.6 has unknown impact and attack vectors, possibly involving a bypass of IP address restrictions.",,audienceconnect_remoteeditor,HIGH,NVD-CWE-Other,None,none
CVE-2017-6094,CVE-2017-6094,"CPEs used by subscribers on the access network receive their individual configuration settings from a central GAPS instance. A CPE identifies itself by the MAC address of its WAN interface and a certain ""chk"" value (48bit) derived from the MAC. The algorithm used to compute the ""chk"" was disclosed by reverse engineering the CPE's firmware. As a result, it is possible to forge valid ""chk"" values for any given MAC address and therefore receive the configuration settings of other subscribers' CPEs. The configuration settings often contain sensitive values, for example credentials (username/password) for VoIP services. This issue affects Genexis B.V. GAPS up to 7.2.",,gaps,CRITICAL,CWE-200,None,DHCP
CVE-2006-1211,CVE-2006-1211,"IBM Tivoli Micromuse Netcool/NeuSecure 3.0.236 configures a MySQL database to allow connections from any source IP address with the ns database account, which allows remote attackers to bypass the Netcool/NeuSecure application layer and perform unauthorized database actions. NOTE: IBM has privately confirmed to CVE that a fix is available for these issues.",,netcool_neusecure,HIGH,NVD-CWE-Other,None,none
CVE-1999-1085,CVE-1999-1085,"SSH 1.2.25, 1.2.23, and other versions, when used in in CBC (Cipher Block Chaining) or CFB (Cipher Feedback 64 bits) modes, allows remote attackers to insert arbitrary data into an existing stream between an SSH client and server by using a known plaintext attack and computing a valid CRC-32 checksum for the packet, aka the ""SSH insertion attack.""",,secure_shell,MEDIUM,NVD-CWE-Other,SSH,SSH
CVE-2003-1096,CVE-2003-1096,"The Cisco LEAP challenge/response authentication mechanism uses passwords in a way that is susceptible to dictionary attacks, which makes it easier for remote attackers to gain privileges via brute force password guessing attacks.",,leap,HIGH,NVD-CWE-Other,None,none
