CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,Relation,Origin,Reasoning,Unnamed: 2,ChatGPT_Response
CVE-2007-6424,CVE-2007-6424,"registry.pl in Fonality Trixbox 2.0 PBX products, when running in certain environments, reads and executes a set of commands from a remote web site without sufficiently validating the origin of the commands, which allows remote attackers to disable trixbox and execute arbitrary commands via a DNS spoofing attack.",netfortris,trixbox,MEDIUM,CWE-264,DNS,Related,Implementation,"The vulnerability is directly related to DNS spoofing attack, which is the vector used by attackers to exploit the system.The issue stems from insufficient validation of the origin of commands therefore its implementation",,"DNS, DHCP"
CVE-2014-7821,CVE-2014-7821,OpenStack Neutron before 2014.1.4 and 2014.2.x before 2014.2.1 allows remote authenticated users to cause a denial of service (crash) via a crafted dns_nameservers value in the DNS configuration.,"fedoraproject, openstack, redhat","neutron, openstack, fedora",MEDIUM,"CWE-20, CWE-399",DNS,Related,Implementation,implementaion issue in open stack enables adding things to dns settigns,,"DNS, DHCP"
CVE-2019-6643,CVE-2019-6643,"On versions 14.1.0-14.1.0.5, 14.0.0-14.0.0.4, 13.0.0-13.1.2, 12.1.0-12.1.4.1, and 11.5.2-11.6.4, an attacker sending specifically crafted DHCPv6 requests through a BIG-IP virtual server configured with a DHCPv6 profile may be able to cause the TMM process to produce a core file.",f5,"big-ip_policy_enforcement_manager, big-ip_webaccelerator, big-ip_access_policy_manager, big-ip_local_traffic_manager, big-ip_domain_name_system, big-ip_application_acceleration_manager, big-ip_application_security_manager, big-ip_fraud_protection_service, big-ip_global_traffic_manager, big-ip_advanced_firewall_manager, big-ip_link_controller, big-ip_analytics, big-ip_edge_gateway",HIGH,NVD-CWE-noinfo,DHCP,Dependent,Implementation,the explotaion is not of the DHCP itself but of some version of a Tool (BIG-IP) being manupulated my a DHCPv6 packet and dodge packet handling (is some way) therefore we have an implementaion issue,,"DNS, DHCP"
CVE-2020-1672,CVE-2020-1672,"On Juniper Networks Junos OS devices configured with DHCPv6 relay enabled, receipt of a specific DHCPv6 packet might crash the jdhcpd daemon. The jdhcpd daemon automatically restarts without intervention, but continuous receipt of specific crafted DHCP messages will repeatedly crash jdhcpd, leading to an extended Denial of Service (DoS) condition. Only DHCPv6 packet can trigger this issue. DHCPv4 packet cannot trigger this issue. This issue affects Juniper Networks Junos OS: 17.3 versions prior to 17.3R3-S9; 17.4 versions prior to 17.4R2-S11, 17.4R3-S2, 17.4R3-S3; 18.1 versions prior to 18.1R3-S11; 18.2 versions prior to 18.2R3-S5; 18.3 versions prior to 18.3R2-S4, 18.3R3-S3; 18.4 versions prior to 18.4R2-S5, 18.4R3-S4; 19.1 versions prior to 19.1R2-S2, 19.1R3-S2; 19.2 versions prior to 19.2R1-S5, 19.2R2-S1, 19.2R3; 19.3 versions prior to 19.3R2-S4, 19.3R2-S4, 19.3R3; 19.4 versions prior to 19.4R1-S3, 19.4R2-S1, 19.4R3; 20.1 versions prior to 20.1R1-S3, 20.1R2.",juniper,junos,HIGH,CWE-20,DHCP,Related,Implementation,Improper handling of DHCPv6 packets leading to crashes when using DHCP feature (relay helper) relies on an implementation issue.,,"DNS, DHCP"
CVE-2020-11003,CVE-2020-11003,"Oasis before version 2.15.0 has a potential DNS rebinding or CSRF vulnerability. If you're running a vulnerable application on your computer and an attacker can trick you into visiting a malicious website, they could use DNS rebinding and CSRF attacks to read/write to vulnerable applications. This has been patched in 2.15.0.",fraction,oasis,HIGH,CWE-352,DNS,Dependent,Implementation,The Issue relise on vulnerable applicaion and phising\social engineering but technically depends on the DNS operation,,"DNS, DHCP"
CVE-2017-14495,CVE-2017-14495,"Memory leak in dnsmasq before 2.78, when the --add-mac, --add-cpe-id or --add-subnet option is specified, allows remote attackers to cause a denial of service (memory consumption) via vectors involving DNS response creation.","redhat, canonical, thekelleys, novell, debian","dnsmasq, enterprise_linux_desktop, leap, enterprise_linux_server, debian_linux, enterprise_linux_workstation, ubuntu_linux",HIGH,CWE-772,DNS,Related,Implementation,Miss implementaion opens avendor attack(DOs) based on DNS response creation,,"DNS, DHCP"
CVE-2008-1654,CVE-2008-1654,"Interaction error between Adobe Flash and multiple Universal Plug and Play (UPnP) services allow remote attackers to perform Cross-Site Request Forgery (CSRF) style attacks by using the Flash navigateToURL function to send a SOAP message to a UPnP control point, as demonstrated by changing the primary DNS server.",adobe,flash_player,MEDIUM,CWE-352,DNS,Related,Implementation,"The attack involves changing the primary DNS server, indicating a direct interaction with DNS settings.",,"DNS, DHCP"
CVE-2008-5010,CVE-2008-5010,"in.dhcpd in the DHCP implementation in Sun Solaris 8 through 10, and OpenSolaris before snv_103, allows remote attackers to cause a denial of service (assertion failure and daemon exit) via unknown DHCP requests related to the ""number of offers,"" aka Bug ID 6713805.",sun,"solaris, opensolaris",HIGH,NVD-CWE-noinfo,DHCP,Related,Implementation,"DHCP implementation allows remote attackers to cause a denial of service (assertion failure and daemon exit) via unknown DHCP requests related to the ""number of offers""",,"DNS, DHCP"
CVE-2020-27725,CVE-2020-27725,"In version 15.1.0-15.1.0.5, 14.1.0-14.1.3, 13.1.0-13.1.3.4, 12.1.0-12.1.5.2, and 11.6.1-11.6.5.2 of BIG-IP DNS, GTM, and Link Controller, zxfrd leaks memory when listing DNS zones. Zones can be listed via TMSH, iControl or SNMP; only users with access to those services can trigger this vulnerability.",f5,"big-ip_global_traffic_manager, big-ip_domain_name_system, big-ip_link_controller",MEDIUM,CWE-401,DNS,Dependent,Implementation,"The vulnerability and explotation here relies on the DNS presents and not its fetures, the inproper implementaion of certion versions of BIG-IP DNS, GTM, and Link Controller leads to the vulnerability itself",,"DNS, DHCP"
CVE-2021-25216,CVE-2021-25216,"In BIND 9.5.0 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.11.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.1 of the BIND 9.17 development branch, BIND servers are vulnerable if they are running an affected version and are configured to use GSS-TSIG features. In a configuration which uses BIND's default settings the vulnerable code path is not exposed, but a server can be rendered vulnerable by explicitly setting values for the tkey-gssapi-keytab or tkey-gssapi-credential configuration options. Although the default configuration is not vulnerable, GSS-TSIG is frequently used in networks where BIND is integrated with Samba, as well as in mixed-server environments that combine BIND servers with Active Directory domain controllers. For servers that meet these conditions, the ISC SPNEGO implementation is vulnerable to various attacks, depending on the CPU architecture for which BIND was built: For named binaries compiled for 64-bit platforms, this flaw can be used to trigger a buffer over-read, leading to a server crash. For named binaries compiled for 32-bit platforms, this flaw can be used to trigger a server crash due to a buffer overflow and possibly also to achieve remote code execution. We have determined that standard SPNEGO implementations are available in the MIT and Heimdal Kerberos libraries, which support a broad range of operating systems, rendering the ISC implementation unnecessary and obsolete. Therefore, to reduce the attack surface for BIND users, we will be removing the ISC SPNEGO implementation in the April releases of BIND 9.11 and 9.16 (it had already been dropped from BIND 9.17). We would not normally remove something from a stable ESV (Extended Support Version) of BIND, but since system libraries can replace the ISC SPNEGO implementation, we have made an exception in this case for reasons of stability and security.","netapp, siemens, isc, debian","aff_a250_firmware, h700s_firmware, h300e, debian_linux, h700e, h500s, h410s_firmware, h500e_firmware, h300s, h700e_firmware, aff_500f, sinec_infrastructure_network_services, h410s, h300s_firmware, h700s, h300e_firmware, h500s_firmware, bind, aff_500f_firmware, cloud_backup, h500e, aff_a250, active_iq_unified_manager",CRITICAL,CWE-617,DNS,Dependent,Implementation,GSS-TIGS is an extention to the DNS alllowing servers and clients mutual authentication and integrity  protection of dns transactions. So the vulenrability is within the BIND servers configured to use GSS-TIGS which has an implemented issue that being exploite here,,"DNS, DHCP"
CVE-2016-5933,CVE-2016-5933,IBM Tivoli Monitoring 6.2 and 6.3 is vulnerable to possible host header injection attack that could lead to HTTP cache poisoning or firewall bypass. IBM Reference #: 1997223.,ibm,tivoli_monitoring,MEDIUM,CWE-254,,Unrelated,Implementation,impoper implementaion of the appliance. the attack related to HTTP,,"DNS, DHCP"
CVE-2017-14492,CVE-2017-14492,Heap-based buffer overflow in dnsmasq before 2.78 allows remote attackers to cause a denial of service (crash) or execute arbitrary code via a crafted IPv6 router advertisement request.,"redhat, canonical, thekelleys, novell, debian","dnsmasq, enterprise_linux_desktop, leap, enterprise_linux_server, debian_linux, enterprise_linux_workstation, ubuntu_linux",CRITICAL,CWE-119,DNS,Related,Implementation,"improper impementatio of the dnsmasq leads to heap-based buffer overflow, being exploint with RA request",,"DNS, DHCP"
CVE-2018-1000135,CVE-2018-1000135,"GNOME NetworkManager version 1.10.2 and earlier contains a Information Exposure (CWE-200) vulnerability in DNS resolver that can result in Private DNS queries leaked to local network's DNS servers, while on VPN. This vulnerability appears to have been fixed in Some Ubuntu 16.04 packages were fixed, but later updates removed the fix. cf. https://bugs.launchpad.net/ubuntu/+bug/1754671 an upstream fix does not appear to be available at this time.","canonical, gnome","networkmanager, ubuntu_linux",HIGH,CWE-200,DNS,Related,Implementation,improper configuration leads to the query leaks,,"DNS, DHCP"
CVE-2002-0702,CVE-2002-0702,"Format string vulnerabilities in the logging routines for dynamic DNS code (print.c) of ISC DHCP daemon (DHCPD) 3 to 3.0.1rc8, with the NSUPDATE option enabled, allow remote malicious DNS servers to execute arbitrary code via format strings in a DNS server response.",isc,dhcpd,HIGH,NVD-CWE-Other,"DNS, DHCP",Related,Implementation,The vulnerability involves dynamic DNS code (which is DNS-related) and the ISC DHCP daemon (DHCPD). The issue is in the logging routines for ISC DHCP daemon,,"DNS, DHCP"
CVE-2018-20872,CVE-2018-20872,"DrayTek routers before 2018-05-23 allow CSRF attacks to change DNS or DHCP settings, a related issue to CVE-2017-11649.",i-lan,draytekl_firmware,MEDIUM,CWE-352,"DNS, DHCP",Related,Implementation,"the vulnerability is due to a flaw of the DrayTek software\configuration, Morover its related cause its directly affect the operation of DNS\DHCP (changing settings)",,"DNS, DHCP"
CVE-2005-2316,CVE-2005-2316,Domain Name Relay Daemon (DNRD) before 2.19.1 allows remote attackers to cause a denial of service (infinite recursion) via a DNS packet that uses message compression in the QNAME and two pointers that point to each other (circular buffer).,dnrd,dnrd,MEDIUM,NVD-CWE-Other,DNS,Related,Implementation,involves a DNS packet causing a denial of service by exploiting a circular buffer issue. the issue stems from the way Domain Name Relay Daemon (DNRD) handles DNS packets.,,"DNS, DHCP"
CVE-1999-0875,CVE-1999-0875,DHCP clients with ICMP Router Discovery Protocol (IRDP) enabled allow remote attackers to modify their default routes.,"sun, microsoft","windows_95, sunos, windows_2000, solaris, windows_98se",HIGH,CWE-16,DHCP,Dependent,Logic,"The vulnerability arises from  the way DHCP clients handle IRDP enabling exposes the system to potential route manipulation by attackers, which is a design weakness.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 195954, Requested 8548. Please try again in 1.35s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2015-1781,CVE-2015-1781,"Buffer overflow in the gethostbyname_r and other unspecified NSS functions in the GNU C Library (aka glibc or libc6) before 2.22 allows context-dependent attackers to cause a denial of service (crash) or execute arbitrary code via a crafted DNS response, which triggers a call with a misaligned buffer.","canonical, suse, gnu, debian","glibc, debian_linux, linux_enterprise_server, ubuntu_linux, linux_enterprise_debuginfo, linux_enterprise_desktop",MEDIUM,CWE-119,DNS,Related,Implementation,buffer over flow is caused due to an implementaion issue that being exploint( this case using DNS ),,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 194904, Requested 8623. Please try again in 1.058s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2005-0033,CVE-2005-0033,Buffer overflow in the code for recursion and glue fetching in BIND 8.4.4 and 8.4.5 allows remote attackers to cause a denial of service (crash) via queries that trigger the overflow in the q_usedns array that tracks nameservers and addresses.,isc,bind,MEDIUM,NVD-CWE-Other,DNS,Related,Implementation,The vulnerability involves a buffer overflow triggered by certain DNS queries.The issue is in the code for recursion and glue fetching in BIND 8.4.4 and 8.4.5.,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 194062, Requested 8683. Please try again in 823ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2012-3570,CVE-2012-3570,"Buffer overflow in ISC DHCP 4.2.x before 4.2.4-P1, when DHCPv6 mode is enabled, allows remote attackers to cause a denial of service (segmentation fault and daemon exit) via a crafted client identifier parameter.",isc,dhcp,MEDIUM,CWE-119,DHCP,Related,Implementation,Using a feture of the protocol leading to DOS is implement issue (of the feture),,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 193163, Requested 8737. Please try again in 570ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2000-1029,CVE-2000-1029,Buffer overflow in host command allows a remote attacker to execute arbitrary commands via a long response to an AXFR query.,isc,bind,HIGH,NVD-CWE-Other,DNS,Related,Implementation,"The vulnerability occurs during the processing of responses to AXFR queries, which is a functionality of the DNS protocol. The vulnerability arises from an error in the implementation of the host command",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 192313, Requested 8768. Please try again in 324ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-15895,CVE-2018-15895,"An SSRF vulnerability was discovered in idreamsoft iCMS 7.0.11 because the remote function in app/spider/spider_tools.class.php does not block DNS hostnames associated with private and reserved IP addresses, as demonstrated by 127.0.0.1 in an A record. NOTE: this vulnerability exists because of an incomplete fix for CVE-2018-14858.",icmsdev,icms,HIGH,CWE-918,DNS,Related,Implementation,"The inadequate implementation of iDreamSoft iCMS 7.0.11 fails to properly validate the remote function, enabling unauthorized usage of hostnames (DNS feature/configuration) without detection",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 191264, Requested 8852. Please try again in 34ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2019-16651,CVE-2019-16651,"An issue was discovered on Virgin Media Super Hub 3 (based on ARRIS TG2492) devices. Because their SNMP commands have insufficient protection mechanisms, it is possible to use JavaScript and DNS rebinding to leak the WAN IP address of a user (if they are using certain VPN implementations, this would decloak them).",virginmedia,"super_hub_3_firmware, super_hub_3",MEDIUM,CWE-863,DNS,Dependent,Implementation,The issue revolve around snmp but the the DNS presence open the possibility to execute a related dns operatin with it the exploitatoin happens ,,"DNS, DHCP"
CVE-2018-17013,CVE-2018-17013,"An issue was discovered on TP-Link TL-WR886N 6.0 2.3.4 and TL-WR886N 7.0 1.1.0 devices. Authenticated attackers can crash router services (e.g., inetd, HTTP, DNS, and UPnP) via long JSON data for protocol wan wan_rate.",tp-link,"tl-wr886n, tl-wr886n_firmware",MEDIUM,NVD-CWE-noinfo,,Unrelated,Implementation,"could have said DNS and depened cause the attacker can shuts the service, and there is a service only if there is workink DNS but I set the answer like that becuase the DNS here *could* be the viticm and the attack has nothing to do with DNS besides being a target service",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 195825, Requested 8985. Please try again in 1.443s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2020-25109,CVE-2020-25109,"An issue was discovered in the DNS implementation in Ethernut in Nut/OS 5.1. The number of DNS queries/responses (set in a DNS header) is not checked against the data present. This may lead to successful Denial-of-Service, and possibly Remote Code Execution.",ethernut,nut\/os,CRITICAL,CWE-125,DNS,Related,Implementation,improper handling and validating DNS packtes  in Ethernut in Nut/OS 5.1 is 100% implementation problem,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 194821, Requested 9049. Please try again in 1.161s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-14644,CVE-2018-14644,"An issue has been found in PowerDNS Recursor from 4.0.0 up to and including 4.1.4. A remote attacker sending a DNS query for a meta-type like OPT can lead to a zone being wrongly cached as failing DNSSEC validation. It only arises if the parent zone is signed, and all the authoritative servers for that parent zone answer with FORMERR to a query for at least one of the meta-types. As a result, subsequent queries from clients requesting DNSSEC validation will be answered with a ServFail.",powerdns,recursor,MEDIUM,CWE-20,DNS,Related,Implementation,impoper implementaion of some versions the Resolver is miss caching queries,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 193905, Requested 9172. Please try again in 923ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2019-14834,CVE-2019-14834,"A vulnerability was found in dnsmasq before version 2.81, where the memory leak allows remote attackers to cause a denial of service (memory consumption) via vectors involving DHCP response creation.","thekelleys, fedoraproject","fedora, dnsmasq",LOW,CWE-770,"DNS, DHCP",Related,Implementation,"The vulnerability is related to dns cause the attacker allocate memory using DHCP pakcets(dependent), memory leaking is an implemntation issue",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 192599, Requested 9222. Please try again in 546ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2020-3510,CVE-2020-3510,"A vulnerability in the Umbrella Connector component of Cisco IOS XE Software for Cisco Catalyst 9200 Series Switches could allow an unauthenticated, remote attacker to trigger a reload, resulting in a denial of service condition on an affected device. The vulnerability is due to insufficient error handling when parsing DNS requests. An attacker could exploit this vulnerability by sending a series of malicious DNS requests to an Umbrella Connector client interface of an affected device. A successful exploit could allow the attacker to cause a crash of the iosd process, which triggers a reload of the affected device.",cisco,"catalyst_c9500-24q, catalyst_c9300l-24p-4x, catalyst_c9200l-48pxg-2y, catalyst_c9300-48s, catalyst_c9200l-24t-4x, catalyst_c9200l-48p-4g, catalyst_c9500-40x, catalyst_c9200l-48p-4x, catalyst_c9200l-48t-4g, catalyst_c9407r, catalyst_c9300l-24t-4g, catalyst_c9200l-24p-4x, catalyst_c9600-lc-24c, catalyst_c9200-24t, catalyst_c9600-lc-48s, catalyst_c9300-48uxm, catalyst_c9300l-48p-4g, catalyst_c9300-24t, catalyst_c9500-24y4c, catalyst_c9300-48p, catalyst_c9500-12q, catalyst_c9300-24s, catalyst_c9404r, catalyst_c9200l-48pxg-4x, catalyst_c9300l-24p-4g, catalyst_c9300-24ux, catalyst_c9200l-24p-4g, catalyst_c9200-24p, catalyst_c9500-16x, catalyst_c9300l-48t-4x, catalyst_c9200l-48t-4x, catalyst_c9500-32c, catalyst_c9200l-24pxg-4x, catalyst_c9300l-48t-4g, catalyst_c9500-48y4c, catalyst_c9200l-24pxg-2y, catalyst_c9600-lc-48yl, catalyst_c9410r, catalyst_c9200-48t, catalyst_c9300-48un, catalyst_c9300l-48p-4x, catalyst_c9600-lc-48tx, catalyst_c9300-24u, catalyst_c9500-32qc, catalyst_c9300-48u, catalyst_c9300-24p, catalyst_c9300l-24t-4x, catalyst_c9200-48p, catalyst_c9200l-24t-4g, ios_xe, catalyst_c9300-48t",HIGH,CWE-400,DNS,Related,Implementation,"The issue arises from the improper handling of DNS requests of the Umbrella Connector, thus we a have insufficient implementatoin that being exploited with DNS packets",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 191667, Requested 9377. Please try again in 313ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-15392,CVE-2018-15392,"A vulnerability in the DHCP service of Cisco Industrial Network Director could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition. The vulnerability is due to improper handling of DHCP lease requests. An attacker could exploit this vulnerability by sending malicious DHCP lease requests to an affected application. A successful exploit could allow the attacker to cause the DHCP service to terminate, resulting in a DoS condition.",cisco,industrial_network_director,MEDIUM,NVD-CWE-noinfo,DHCP,Related,Implementation,"Miss handeling lease request in the vulnerability, of couers its related to DHCP and its an implementaions issue",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 190647, Requested 9494. Please try again in 42ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-0174,CVE-2018-0174,"A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial of service (DoS) condition. The vulnerability exists because the affected software performs incomplete input validation of option 82 information that it receives in DHCP Version 4 (DHCPv4) packets from DHCP relay agents. An attacker could exploit this vulnerability by sending a crafted DHCPv4 packet to an affected device. A successful exploit could allow the attacker to cause the affected device to reload, resulting in a DoS condition. Cisco Bug IDs: CSCuh91645.","rockwellautomation, cisco","allen-bradley_stratix_5400, 7600_series_route_switch_processor_720, allen-bradley_armorstratix_5700, allen-bradley_stratix_5700, allen-bradley_stratix_8300, ios, allen-bradley_stratix_8000, 7600_series_supervisor_engine_720, ios_xe, 7600_series_supervisor_engine_32, allen-bradley_stratix_5410",HIGH,CWE-20,DHCP,Related,Implementation,The vulnerability exists because the affected software performs incomplete input validation of option 82 information that it receives in DHCP Version 4 (DHCPv4) packets from DHCP relay agents,,"DNS, DHCP"
CVE-2021-0217,CVE-2021-0217,"A vulnerability in processing of certain DHCP packets from adjacent clients on EX Series and QFX Series switches running Juniper Networks Junos OS with DHCP local/relay server configured may lead to exhaustion of DMA memory causing a Denial of Service (DoS). Over time, exploitation of this vulnerability may cause traffic to stop being forwarded, or to crashing of the fxpc process. When Packet DMA heap utilization reaches 99%, the system will become unstable. Packet DMA heap utilization can be monitored through the following command: user@junos# request pfe execute target fpc0 timeout 30 command ""show heap"" ID Base Total(b) Free(b) Used(b) % Name -- ---------- ----------- ----------- ----------- --- ----------- 0 213301a8 536870488 387228840 149641648 27 Kernel 1 91800000 8388608 3735120 4653488 55 DMA 2 92000000 75497472 74452192 1045280 1 PKT DMA DESC 3 d330000 335544320 257091400 78452920 23 Bcm_sdk 4 96800000 184549376 2408 184546968 99 Packet DMA <--- 5 903fffe0 20971504 20971504 0 0 Blob An indication of the issue occurring may be observed through the following log messages: Dec 10 08:07:00.124 2020 hostname fpc0 brcm_pkt_buf_alloc:523 (buf alloc) failed allocating packet buffer Dec 10 08:07:00.126 2020 hostname fpc0 (buf alloc) failed allocating packet buffer Dec 10 08:07:00.128 2020 hostname fpc0 brcm_pkt_buf_alloc:523 (buf alloc) failed allocating packet buffer Dec 10 08:07:00.130 2020 hostnameC fpc0 (buf alloc) failed allocating packet buffer This issue affects Juniper Networks Junos OS on EX Series and QFX Series: 17.4R3 versions prior to 17.4R3-S3; 18.1R3 versions between 18.1R3-S6 and 18.1R3-S11; 18.2R3 versions prior to 18.2R3-S6; 18.3R3 versions prior to 18.3R3-S4; 18.4R2 versions prior to 18.4R2-S5; 18.4R3 versions prior to 18.4R3-S6; 19.1 versions between 19.1R2 and 19.1R3-S3; 19.2 versions prior to 19.2R3-S1; 19.3 versions prior to 19.3R2-S5, 19.3R3; 19.4 versions prior to 19.4R2-S2, 19.4R3; 20.1 versions prior to 20.1R2; 20.2 versions prior to 20.2R1-S2, 20.2R2. Junos OS versions prior to 17.4R3 are unaffected by this vulnerability.",juniper,"junos, ex3400, ex2300-c, ex4650, qfx10016, qfx5120, qfx5210, qfx5220, qfx5200, ex4600, qfx5110, ex9200, ex4300, qfx10002, ex4300m, qfx10008, qfx5130, ex2300, ex2300m, qfx5100, ex9250",HIGH,CWE-119,DHCP,Related,Implementation,"The issue arises from the improper handling of DHCP packets, indicating a flaw in the implementation of DHCP processing in Juniper Networks Junos OS.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 196165, Requested 10188. Please try again in 1.905s. Visit https://platform.openai.com/account/rate-limits to learn more."
